Salmonella enteritidis,S. enteritidis,Salmonella,Enterobacteriaceae,Enterobacteriales,Gammaproteobacteria,Proteobacteria,Bacteria,Salmonella enterica serotype enteritidis
Salmonella gallinarum,S. gallinarum,Salmonella,Enterobacteriaceae,Enterobacteriales,Gammaproteobacteria,Proteobacteria,Bacteria,Fowl typhoid
Salmonella pullorum,S. pullorum,Salmonella,Enterobacteriaceae,Enterobacteriales,Gammaproteobacteria,Proteobacteria,Bacteria,Pullorum disease,Bacillary white diarrhoea
Scrapie prion,Transmissible spongiform encephalopathies,Transmissible spongiform encephalopathy,Scrapie,Prion disease
Sheeppox virus,Capripoxvirus,Poxviridae,Virus,Sheep pox
Solenopsis invicta,S. invicta,Solenopsis,Formicidae,Hymenoptera,Insecta,Arthropoda,Animal,Red imported fire ant
Suid herpesvirus 1,Varicellovirus,Herpesviridae,Herpesvirales,Virus,Aujeszky's disease,Aujeszky's disease virus
Swine influenza virus,Orthomyxoviridae,Virus,Swine influenza
Swine vesicular disease virus,Enterovirus,Picornaviridae,Picornavirales,Virus,Swine vesicular disease
Taenia saginata,T. saginata,Taenia,Linguatulidae,Porocephalida,Maxillopoda,Arthropoda,Animal,Beef tapeworm,Taeniarhynchus saginatus
Taylorella equigenitalis,T. equigenitalis,Taylorella,Alcaligenaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria,Contagious equine metritis
Teschovirus A,Teschovirus,Picornaviridae,Picornavirales,Virus,Teschen disease,Enterovirus encephalomyelitis
Theileria equi,T. equi,Theileria,Theileriidae,Pirpolamida,Labyrinthulea,Bigyra,Chromista,Equine pirpoplasmosis
Theileria parva,T. parva,Theileria,Theileriidae,Pirpolamida,Labyrinthulea,Bigyra,Chromista,East coast fever,Theileriosis
Tick-borne encephalitis virus,Flavivirus,Flaviviridae,Virus,Encephalitides
Tilletia indica,T. indica,Tilletia,Tilletiaceae,Tilletiales,Ustilaginomycetes,Basidiomycota,Fungi,Karnal bunt
Toxotrypana curvicauda,T. curvicauda,Toxotrypana,Tephritidae,Diptera,Insecta,Arthropoda,Animal,Papaya fly
Transmissible gastroenteritis virus,Alphacoronavirus,Coronaviridae,Nidovirales,Virus,Transmissible gastroenteritis
Trichinella,Trichinella,Trichinellidae,Trichocephalida,Dorylaimea,Nematoda,Animal,Trichinellosis
Trioza erytreae,T. erytreae,Trioza,Triozidae,Hemiptera,Insecta,Arthropoda,Animal,African citrus psyllid
Trogoderma granarium,T. granarium,Trogoderma,Dermestidae,Coleoptera,Insecta,Arthropoda,Animal,Khapra beetle
Tropilaelaps clareae,T. clareae,Tropilaelaps,Laelapidae,Mesostigmata,Arachnida,Arthropoda,Animal,Tropilaelaps mite
Tropilaelaps clareae,T. clareae,Tropilaelaps,Laelapidae,Mesostigmata,Arachnida,Arthropoda,Animal
Tropilaelaps mercedesae,T. mercedesae,Tropilaelaps,Laelapidae,Mesostigmata,Arachnida,Arthropoda,Animal,Tropilaelaps mite
Trypanosoma,Trypanosoma,Trypanosomatidae,Trypanosomatina,Kinetoplastea,Euglenozoa,Protist
Trypanosoma cruzi,T. cruzi,Trypanosoma,Trypanosomatidae,Trypanosomatina,Kinetoplastea,Euglenozoa,Protist,Chagas disease,Trypanosomiasis
Trypanosoma equiperdum,T. equiperdum,Trypanosoma,Trypanosomatidae,Trypanosomatina,Kinetoplastea,Euglenozoa,Protist,Dourine
Trypanosoma evansi,T. evansi,Trypanosoma,Trypanosomatidae,Trypanosomatina,Kinetoplastea,Euglenozoa,Protist,Surra
Varroa destructor,V. destructor,Varroa,Varroidae,Mesostigmata,Arachnida,Arthropoda,Animal,Varroa mite
Varroa destructor,V. destructor,Varroa,Varroidae,Mesostigmata,Acarina,Arthropoda,Animal,Varroa mite
Varroa jacobosoni,V. jacobosoni,Varroa,Varroidae,Mesostigmata,Arachnida,Arthropoda,Animal,Varroa mite
Venezuelan equine encephalomyelitis virus,Alphavirus,Togaviridae,Virus,Venezuelan equine encephalitis,Encephalomyelitis
Vesicular exanthema of swine virus,Vesivirus,Caliciviridae,Virus,Vesicular exanthema
vesicular stomatitis virus,Vesiculovirus,Rhabdoviridae,Mononegavirales,Virus,Vesicular stomatitis
Viral hemorrhagic septicemia virus,Novirhabdovirus,Rhabdoviridae,Mononegavirales,Virus,Haemorrhagic septicaemia
Visna-maedi virus,Lentivirus,Retroviridae,Ortervirales,Virus,Maedi–visna,Visna/maedi virus
Wasmannia auropunctata,W. auropunctata,Wasmannia,Formicidae,Hymenoptera,Insecta,Arthropoda,Animal,Electric ant
Wesselsbron virus,Flavivirus,Flaviviridae,Virus,Wesselsbron disease
West Nile virus,Flavivirus,Flaviviridae,Virus,West Nile virus
Western equine encephalitis virus,Alphavirus,Togaviridae,Virus,Western equine encephalomyelitis,Western equine encephalomyelitis virus
Xanthomonas citri citri,X. citri,Xanthomonas,Xanthomonadaceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria,Bacteria,Citrus canker
Xylella fastidiosa,X. fastidiosa,Xylella,Xanthomonadaceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria,Bacteria,Pierce's disease,California vine disease,Variegated chlorosis,Almond leaf scorch,Anaheim disease,Dwarf,Leaf scald,Leaf scorch,Phony disease
Xyphon fulgidum,X. fulgidum,Xyphon,Cicadellidae,Hemiptera,Insecta,Arthropoda,Animal,Red-headed sharpshooter
Zeugodacus cucurbitae,Z. cucurbitae,Bactrocera,Tephritidae,Diptera,Insecta,Arthropoda,Animal,Melon fruit fly,Bactrocera cucurbitae
